OrderNumber,QuantityOrdered,ListPrice,PricePerUnit,Sales,OrderDate,Status,QuarterOfYear,Month,Year,ProductLine,Company,CITY,COUNTRY,DEALSIZE
10379,39,170,100,5399.55,10/2/2005,Shipped,1,FEBRUARY,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium
10407,76,170,100,14082.8,22/04/05,On Hold,2,APRIL,2005,Vintage Cars,The Sharp Gifts Warehouse,San Jose,USA,Large
10420,37,170,100,5283.6,29/05/05,In Process,2,MAY,2005,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Medium
10108,38,77,82.39,3130.82,3/3/2003,Shipped,1,MARCH,2003,Classic Cars,Cruz & Sons Co.,Makati City,Philippines,Medium
10122,43,77,72.38,3112.34,8/5/2003,Shipped,2,MAY,2003,Classic Cars,Marseille Mini Autos,Marseille,France,Medium
10135,48,77,79.31,3806.88,2/7/2003,Shipped,3,JULY,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10147,26,77,82.39,2142.14,5/9/2003,Shipped,3,SETPEMBER,2003,Classic Cars,Collectables For Less Inc.,Brickhaven,USA,Small
10160,38,77,88.55,3364.9,11/10/2003,Shipped,4,OCTOBER,2003,Classic Cars,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Medium
10170,20,77,63.14,1262.8,4/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Mini Auto Werke,Graz,Austria,Small
10181,22,77,73.92,1626.24,12/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Herkku Gifts,Bergen,Norway,Small
10192,45,77,90.86,4088.7,20/11/03,Shipped,4,NOVEMBER,2003,Classic Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10203,45,77,85.47,3846.15,2/12/2003,Shipped,4,DECEMBER,2003,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10212,20,77,66.99,1339.8,16/01/04,Shipped,1,JANUARY,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Small
10225,47,77,64.68,3039.96,22/02/04,Shipped,1,FEBRUARY,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Medium
10239,46,77,73.92,3400.32,12/4/2004,Shipped,2,APRIL,2004,Classic Cars,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium
10253,23,77,83.93,1930.39,1/6/2004,Cancelled,2,JUNE,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,UK,Small
10266,33,77,74.69,2464.77,6/7/2004,Shipped,3,JULY,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Small
10278,29,77,90.86,2634.94,6/8/2004,Shipped,3,AUGUST,2004,Classic Cars,Signal Gift Stores,Las Vegas,USA,Small
10287,44,77,82.39,3625.16,30/08/04,Shipped,3,AUGUST,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Medium
10300,41,77,92.4,3788.4,4/10/2003,Shipped,4,OCTOBER,2003,Classic Cars,"Blauer See Auto, Co.",Frankfurt,Germany,Medium
10310,20,77,91.63,1832.6,16/10/04,Shipped,4,OCTOBER,2004,Classic Cars,"Toms Spezialitten, Ltd",Koln,Germany,Small
10321,37,77,78.54,2905.98,4/11/2004,Shipped,4,NOVEMBER,2004,Classic Cars,FunGiftIdeas.com,New Bedford,USA,Small
10329,29,77,100,2954.81,15/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,Land of Toys Inc.,NYC,USA,Small
10342,55,77,65.45,3599.75,24/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium
10363,22,77,100,3686.54,6/1/2005,Shipped,1,JANUARY,2005,Classic Cars,Suominen Souveniers,Espoo,Finland,Medium
10377,31,77,67.76,2100.56,9/2/2005,Shipped,1,FEBRUARY,2005,Classic Cars,"Toys of Finland, Co.",Helsinki,Finland,Small
10389,49,77,79.22,3881.78,3/3/2005,Shipped,1,MARCH,2005,Classic Cars,Scandinavian Gift Ideas,Boras,Sweden,Medium
10405,61,77,73.92,4509.12,14/04/05,Shipped,2,APRIL,2005,Classic Cars,Mini Caravy,Strasbourg,France,Medium
10419,39,77,83.93,3273.27,17/05/05,Shipped,2,MAY,2005,Classic Cars,Salzburg Collectables,Salzburg,Austria,Medium
10109,38,142,100,4432.7,10/3/2003,Shipped,1,MARCH,2003,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Medium
10122,31,142,100,4100.99,8/5/2003,Shipped,2,MAY,2003,Classic Cars,Marseille Mini Autos,Marseille,France,Medium
10136,36,142,100,5274.72,4/7/2003,Shipped,3,JULY,2003,Classic Cars,Alpha Cognac,Toulouse,France,Medium
10148,25,142,100,4232,11/9/2003,Shipped,3,SETPEMBER,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
10161,48,142,100,6145.44,17/10/03,Shipped,4,OCTOBER,2003,Classic Cars,Heintze Collectables,Aaarhus,Denmark,Medium
10171,35,142,100,4680.2,5/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Quebec Home Shopping Network,Montreal,Canada,Medium
10181,21,142,100,3286.08,12/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Herkku Gifts,Bergen,Norway,Medium
10192,47,142,100,7421.3,20/11/03,Shipped,4,NOVEMBER,2003,Classic Cars,Online Diecast Creations Co.,Nashua,USA,Large
10204,38,142,100,6432.64,2/12/2003,Shipped,4,DECEMBER,2003,Classic Cars,Muscle Machine Inc,NYC,USA,Medium
10212,41,142,100,4840.87,16/01/04,Shipped,1,JANUARY,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10226,24,142,100,3892.08,26/02/04,Shipped,1,FEBRUARY,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,USA,Medium
10240,37,142,100,5526.32,13/04/04,Shipped,2,APRIL,2004,Classic Cars,Osaka Souveniers Co.,Osaka,Japan,Medium
10253,33,142,100,4459.62,1/6/2004,Cancelled,2,JUNE,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,UK,Medium
10266,49,142,100,6203.4,6/7/2004,Shipped,3,JULY,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Medium
10278,29,142,100,3754.05,6/8/2004,Shipped,3,AUGUST,2004,Classic Cars,Signal Gift Stores,Las Vegas,USA,Medium
10287,24,142,100,3516.48,30/08/04,Shipped,3,AUGUST,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Medium
10301,47,142,100,7488.04,5/10/2003,Shipped,4,OCTOBER,2003,Classic Cars,"Norway Gifts By Mail, Co.",Oslo,Norway,Large
10310,24,142,100,3448.08,16/10/04,Shipped,4,OCTOBER,2004,Classic Cars,"Toms Spezialitten, Ltd",Koln,Germany,Medium
10321,25,142,100,3734,4/11/2004,Shipped,4,NOVEMBER,2004,Classic Cars,FunGiftIdeas.com,New Bedford,USA,Medium
10331,30,142,32.47,974.1,17/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Small
10342,22,142,100,3160.74,24/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium
10356,27,142,64.69,1746.63,9/12/2004,Shipped,4,DECEMBER,2004,Classic Cars,Lyon Souveniers,Paris,France,Small
10366,34,142,100,4207.84,10/1/2005,Shipped,1,JANUARY,2005,Classic Cars,Royale Belge,Charleroi,Belgium,Medium
10377,36,142,100,4352.76,9/2/2005,Shipped,1,FEBRUARY,2005,Classic Cars,"Toys of Finland, Co.",Helsinki,Finland,Medium
10390,34,142,43.05,1463.7,4/3/2005,Shipped,1,MARCH,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10406,48,142,100,7169.28,15/04/05,Disputed,2,APRIL,2005,Classic Cars,Danish Wholesale Imports,Kobenhavn,Denmark,Large
10419,34,142,100,4594.76,17/05/05,Shipped,2,MAY,2005,Classic Cars,Salzburg Collectables,Salzburg,Austria,Medium
10104,24,163,100,3457.92,31/01/03,Shipped,1,JANUARY,2003,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10115,46,163,100,7381.16,4/4/2003,Shipped,2,APRIL,2003,Classic Cars,Classic Legends Inc.,NYC,USA,Large
10127,45,163,100,7146.9,3/6/2003,Shipped,2,JUNE,2003,Classic Cars,Muscle Machine Inc,NYC,USA,Large
10141,39,163,100,5938.53,1/8/2003,Shipped,3,AUGUST,2003,Classic Cars,Suominen Souveniers,Espoo,Finland,Medium
10151,43,163,100,7110.91,21/09/03,Shipped,3,SETPEMBER,2003,Classic Cars,"Oulu Toy Supplies, Inc.",Oulu,Finland,Large
10165,29,163,100,5032.95,22/10/03,Shipped,4,OCTOBER,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
10176,20,163,100,3667.6,6/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Medium
10184,46,163,100,7381.16,14/11/03,Shipped,4,NOVEMBER,2003,Classic Cars,"Iberia Gift Imports, Corp.",Sevilla,Spain,Large
10195,27,163,100,5128.11,25/11/03,Shipped,4,NOVEMBER,2003,Classic Cars,Mini Classics,White Plains,USA,Medium
10207,44,163,100,7060.24,9/12/2003,Shipped,4,DECEMBER,2003,Classic Cars,Diecast Collectables,Boston,USA,Large
10219,43,163,100,8448.64,10/2/2004,Shipped,1,FEBRUARY,2004,Classic Cars,Signal Collectibles Ltd.,Brisbane,USA,Large
10230,49,163,100,7300.51,15/03/04,Shipped,1,MARCH,2004,Classic Cars,"Blauer See Auto, Co.",Frankfurt,Germany,Large
10246,40,163,100,6549.2,5/5/2004,Shipped,2,MAY,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10259,30,163,100,5697.9,15/06/04,Shipped,2,JUNE,2004,Classic Cars,Handji Gifts& Co,Singapore,Singapore,Medium
10271,50,163,100,9169,20/07/04,Shipped,3,JULY,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Large
10282,23,163,100,3238.63,20/08/04,Shipped,3,AUGUST,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10292,26,163,100,4554.94,8/9/2004,Shipped,3,SETPEMBER,2004,Classic Cars,Land of Toys Inc.,NYC,USA,Medium
10305,27,163,100,3934.44,13/10/04,Shipped,4,OCTOBER,2004,Classic Cars,Marta's Replicas Co.,Cambridge,USA,Medium
10314,42,163,100,5776.26,22/10/04,Shipped,4,OCTOBER,2004,Classic Cars,Heintze Collectables,Aaarhus,Denmark,Medium
10324,47,163,100,7207.45,5/11/2004,Shipped,4,NOVEMBER,2004,Classic Cars,Vitachrome Inc.,NYC,USA,Large
10336,49,163,100,7460.74,20/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,"La Corne D'abondance, Co.",Paris,France,Large
10349,38,163,100,6719.54,1/12/2004,Shipped,4,DECEMBER,2004,Classic Cars,Muscle Machine Inc,NYC,USA,Medium
10358,20,163,100,2428,10/12/2004,Shipped,4,DECEMBER,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Small
10371,25,163,100,2602.25,23/01/05,Shipped,1,JANUARY,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10382,25,163,88,2200,17/02/05,Shipped,1,FEBRUARY,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10412,41,163,100,6712.93,3/5/2005,Shipped,2,MAY,2005,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10425,28,163,100,5318.04,31/05/05,In Process,2,MAY,2005,Classic Cars,La Rochelle Gifts,Nantes,France,Medium
10100,50,60,67.8,3390,6/1/2003,Shipped,1,JANUARY,2003,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10110,32,60,50.25,1608,18/03/03,Shipped,1,MARCH,2003,Vintage Cars,"AV Stores, Co.",Manchester,UK,Small
10124,42,60,53.88,2262.96,21/05/03,Shipped,2,MAY,2003,Vintage Cars,Signal Gift Stores,Las Vegas,USA,Small
10149,24,60,62.36,1496.64,12/9/2003,Shipped,3,SETPEMBER,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,Small
10162,27,60,69.62,1879.74,18/10/03,Shipped,4,OCTOBER,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Small
10173,26,60,57.51,1495.26,5/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Small
10182,38,60,61.15,2323.7,12/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10193,42,60,59.33,2491.86,21/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Small
10204,23,60,71.44,1643.12,2/12/2003,Shipped,4,DECEMBER,2003,Vintage Cars,Muscle Machine Inc,NYC,USA,Small
10214,21,60,62.96,1322.16,26/01/04,Shipped,1,JANUARY,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
10227,28,60,50.85,1423.8,2/3/2004,Shipped,1,MARCH,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,Small
10241,33,60,72.65,2397.45,13/04/04,Shipped,2,APRIL,2004,Vintage Cars,Mini Caravy,Strasbourg,France,Small
10280,25,60,62.96,1574,17/08/04,Shipped,3,AUGUST,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Small
10288,28,60,61.75,1729,1/9/2004,Shipped,3,SETPEMBER,2004,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,Small
10303,46,60,49.04,2255.84,6/10/2004,Shipped,4,OCTOBER,2004,Vintage Cars,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small
10312,30,60,61.15,1834.5,21/10/04,Shipped,4,OCTOBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10332,38,60,84.25,3201.5,17/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Medium
10344,40,60,56.91,2276.4,25/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,Marseille Mini Autos,Marseille,France,Small
10367,45,60,100,8884.8,12/1/2005,Resolved,1,JANUARY,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,Large
10379,27,60,49.3,1331.1,10/2/2005,Shipped,1,FEBRUARY,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Small
10407,42,60,72.65,3051.3,22/04/05,On Hold,2,APRIL,2005,Vintage Cars,The Sharp Gifts Warehouse,San Jose,USA,Medium
10420,36,60,63.57,2288.52,29/05/05,In Process,2,MAY,2005,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Small
10104,29,122,100,3772.61,31/01/03,Shipped,1,JANUARY,2003,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Medium
10114,39,122,100,4164.42,1/4/2003,Shipped,2,APRIL,2003,Trucks and Buses,"La Corne D'abondance, Co.",Paris,France,Medium
10127,45,122,100,6295.95,3/6/2003,Shipped,2,JUNE,2003,Trucks and Buses,Muscle Machine Inc,NYC,USA,Medium
10141,47,122,100,6287.66,1/8/2003,Shipped,3,AUGUST,2003,Trucks and Buses,Suominen Souveniers,Espoo,Finland,Medium
10151,49,122,100,5412.54,21/09/03,Shipped,3,SETPEMBER,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium
10165,46,122,100,5984.14,22/10/03,Shipped,4,OCTOBER,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
10175,48,122,100,5891.04,6/11/2003,Shipped,4,NOVEMBER,2003,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,Medium
10184,46,122,100,5984.14,14/11/03,Shipped,4,NOVEMBER,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,Medium
10195,35,122,100,3608.15,25/11/03,Shipped,4,NOVEMBER,2003,Trucks and Buses,Mini Classics,White Plains,USA,Medium
10207,43,122,100,5752.54,9/12/2003,Shipped,4,DECEMBER,2003,Trucks and Buses,Diecast Collectables,Boston,USA,Medium
10229,26,122,100,3765.32,11/3/2004,Shipped,1,MARCH,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10246,22,122,98.18,2159.96,5/5/2004,Shipped,2,MAY,2004,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Small
10259,34,122,99.41,3379.94,15/06/04,Shipped,2,JUNE,2004,Trucks and Buses,Handji Gifts& Co,Singapore,Singapore,Medium
10271,50,122,100,5093.5,20/07/04,Shipped,3,JULY,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10281,48,122,100,5773.44,19/08/04,Shipped,3,AUGUST,2004,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,Medium
10292,41,122,100,4528.86,8/9/2004,Shipped,3,SETPEMBER,2004,Trucks and Buses,Land of Toys Inc.,NYC,USA,Medium
10305,36,122,100,4816.08,13/10/04,Shipped,4,OCTOBER,2004,Trucks and Buses,Marta's Replicas Co.,Cambridge,USA,Medium
10313,29,122,100,3416.78,22/10/04,Shipped,4,OCTOBER,2004,Trucks and Buses,Canadian Gift Exchange Network,Vancouver,Canada,Medium
10324,33,122,37.48,1236.84,5/11/2004,Shipped,4,NOVEMBER,2004,Trucks and Buses,Vitachrome Inc.,NYC,USA,Small
10334,46,122,100,5814.86,19/11/04,On Hold,4,NOVEMBER,2004,Trucks and Buses,"Volvo Model Replicas, Co",Lule,Sweden,Medium
10349,38,122,100,5223.48,1/12/2004,Shipped,4,DECEMBER,2004,Trucks and Buses,Muscle Machine Inc,NYC,USA,Medium
10358,20,122,36.42,728.4,10/12/2004,Shipped,4,DECEMBER,2004,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Small
10370,22,122,100,3949,20/01/05,Shipped,1,JANUARY,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
10383,27,122,100,3843.99,22/02/05,Shipped,1,FEBRUARY,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Medium
10412,56,122,98.18,5498.08,3/5/2005,Shipped,2,MAY,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Medium
10425,38,122,99.41,3777.58,31/05/05,In Process,2,MAY,2005,Trucks and Buses,La Rochelle Gifts,Nantes,France,Medium
10101,25,127,100,3782,9/1/2003,Shipped,1,JANUARY,2003,Vintage Cars,"Blauer See Auto, Co.",Frankfurt,Germany,Medium
10110,33,127,100,3859.68,18/03/03,Shipped,1,MARCH,2003,Vintage Cars,"AV Stores, Co.",Manchester,UK,Medium
10124,42,127,100,4431.84,21/05/03,Shipped,2,MAY,2003,Vintage Cars,Signal Gift Stores,Las Vegas,USA,Medium
10149,33,127,100,4950.33,12/9/2003,Shipped,3,SETPEMBER,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,Medium
10162,38,127,100,4299.7,18/10/03,Shipped,4,OCTOBER,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Medium
10173,31,127,100,4492.83,5/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Medium
10182,20,127,100,2212,12/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10193,44,127,100,4642.88,21/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Medium
10204,26,127,100,3206.32,2/12/2003,Shipped,4,DECEMBER,2003,Vintage Cars,Muscle Machine Inc,NYC,USA,Medium
10214,27,127,100,3604.23,26/01/04,Shipped,1,JANUARY,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium
10227,46,127,100,7017.76,2/3/2004,Shipped,1,MARCH,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,Large
10243,47,127,100,6154.18,26/04/04,Shipped,2,APRIL,2004,Vintage Cars,Diecast Collectables,Boston,USA,Medium
10280,37,127,100,4750.8,17/08/04,Shipped,3,AUGUST,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Medium
10288,31,127,100,3822.92,1/9/2004,Shipped,3,SETPEMBER,2004,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,Medium
10304,24,127,100,2440.8,11/10/2004,Shipped,4,OCTOBER,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Small
10312,31,127,100,4729.36,21/10/04,Shipped,4,OCTOBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10322,50,127,100,12536.5,4/11/2004,Shipped,4,NOVEMBER,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Large
10332,35,127,64.69,2264.15,17/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Small
10344,30,127,100,3928.2,25/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,Marseille Mini Autos,Marseille,France,Medium
10356,29,127,100,3630.22,9/12/2004,Shipped,4,DECEMBER,2004,Vintage Cars,Lyon Souveniers,Paris,France,Medium
10367,27,127,100,4196.07,12/1/2005,Resolved,1,JANUARY,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,Medium
10380,40,127,100,4931.6,16/02/05,Shipped,1,FEBRUARY,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium
10390,31,127,98.99,3068.69,4/3/2005,Shipped,1,MARCH,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10409,6,127,100,785.64,23/04/05,Shipped,2,APRIL,2005,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,Small
10420,45,127,100,4977,29/05/05,In Process,2,MAY,2005,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Medium
10103,22,60,54.09,1189.98,29/01/03,Shipped,1,JANUARY,2003,Trucks and Buses,Baane Mini Imports,Stavern,Norway,Small
10114,45,60,68.67,3090.15,1/4/2003,Shipped,2,APRIL,2003,Trucks and Buses,"La Corne D'abondance, Co.",Paris,France,Medium
10126,43,60,65.02,2795.86,28/05/03,Shipped,2,MAY,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
10140,46,60,61.99,2851.54,24/07/03,Shipped,3,JULY,2003,Trucks and Buses,Technics Stores Inc.,Burlingame,USA,Small
10151,39,60,69.28,2701.92,21/09/03,Shipped,3,SETPEMBER,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Oulu,Finland,Small
10165,31,60,71.1,2204.1,22/10/03,Shipped,4,OCTOBER,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small
10175,41,60,69.28,2840.48,6/11/2003,Shipped,4,NOVEMBER,2003,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,Small
10184,44,60,60.16,2647.04,14/11/03,Shipped,4,NOVEMBER,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small
10194,45,60,70.49,3172.05,25/11/03,Shipped,4,NOVEMBER,2003,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,Medium
10207,37,60,69.89,2585.93,9/12/2003,Shipped,4,DECEMBER,2003,Trucks and Buses,Diecast Collectables,Boston,USA,Small
10217,35,60,61.38,2148.3,4/2/2004,Shipped,1,FEBRUARY,2004,Trucks and Buses,Handji Gifts& Co,Singapore,Singapore,Small
10229,28,60,59.55,1667.4,11/3/2004,Shipped,1,MARCH,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10246,30,60,61.99,1859.7,5/5/2004,Shipped,2,MAY,2004,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Small
10259,30,60,49.22,1476.6,15/06/04,Shipped,2,JUNE,2004,Trucks and Buses,Handji Gifts& Co,Singapore,Singapore,Small
10271,25,60,69.28,1732,20/07/04,Shipped,3,JULY,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10281,29,60,57.73,1674.17,19/08/04,Shipped,3,AUGUST,2004,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,Small
10291,26,60,57.73,1500.98,8/9/2004,Shipped,3,SETPEMBER,2004,Trucks and Buses,Scandinavian Gift Ideas,Boras,Sweden,Small
10305,41,60,53.48,2192.68,13/10/04,Shipped,4,OCTOBER,2004,Trucks and Buses,Marta's Replicas Co.,Cambridge,USA,Small
10313,34,60,52.87,1797.58,22/10/04,Shipped,4,OCTOBER,2004,Trucks and Buses,Canadian Gift Exchange Network,Vancouver,Canada,Small
10322,35,60,61.21,2142.35,4/11/2004,Shipped,4,NOVEMBER,2004,Trucks and Buses,Online Diecast Creations Co.,Nashua,USA,Small
10334,34,60,61.38,2086.92,19/11/04,On Hold,4,NOVEMBER,2004,Trucks and Buses,"Volvo Model Replicas, Co",Lule,Sweden,Small
10347,50,60,100,6834.5,29/11/04,Shipped,4,NOVEMBER,2004,Trucks and Buses,"Australian Collectors, Co.",Melbourne,Australia,Medium
10357,41,60,61.99,2541.59,10/12/2004,Shipped,4,DECEMBER,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10370,22,60,96.86,2130.92,20/01/05,Shipped,1,JANUARY,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,Small
10381,35,60,48.62,1701.7,17/02/05,Shipped,1,FEBRUARY,2005,Trucks and Buses,Corporate Gift Ideas Co.,San Francisco,USA,Small
10391,44,60,38.5,1694,9/3/2005,Shipped,1,MARCH,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,Small
10412,47,60,61.99,2913.53,3/5/2005,Shipped,2,MAY,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Small
10425,19,60,49.22,935.18,31/05/05,In Process,2,MAY,2005,Trucks and Buses,La Rochelle Gifts,Nantes,France,Small
10106,34,84,90.39,3073.26,17/02/03,Shipped,1,FEBRUARY,2003,Planes,Rovelli Gifts,Bergamo,Italy,Medium
10120,29,84,71.81,2082.49,29/04/03,Shipped,2,APRIL,2003,Planes,"Australian Collectors, Co.",Melbourne,Australia,Small
10133,49,84,69.27,3394.23,27/06/03,Shipped,2,JUNE,2003,Planes,Euro Shopping Channel,Madrid,Spain,Medium
10145,30,84,85.32,2559.6,25/08/03,Shipped,3,AUGUST,2003,Planes,Toys4GrownUps.com,Pasadena,USA,Small
10168,21,84,70.96,1490.16,28/10/03,Shipped,4,OCTOBER,2003,Planes,Technics Stores Inc.,Burlingame,USA,Small
10210,50,84,76.88,3844,12/1/2004,Shipped,1,JANUARY,2004,Planes,Osaka Souveniers Co.,Osaka,Japan,Medium
10223,47,84,100,4724.91,20/02/04,Shipped,1,FEBRUARY,2004,Planes,"Australian Collectors, Co.",Melbourne,Australia,Medium
10235,24,84,76.03,1824.72,2/4/2004,Shipped,2,APRIL,2004,Planes,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small
10250,27,84,98.84,2668.68,11/5/2004,Shipped,2,MAY,2004,Planes,The Sharp Gifts Warehouse,San Jose,USA,Small
10263,33,84,86.17,2843.61,28/06/04,Shipped,2,JUNE,2004,Planes,Gift Depot Inc.,Bridgewater,USA,Small
10275,35,84,90.39,3163.65,23/07/04,Shipped,3,JULY,2004,Planes,La Rochelle Gifts,Nantes,France,Medium
10284,31,84,71.81,2226.11,21/08/04,Shipped,3,AUGUST,2004,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway,Small
10297,25,84,82.79,2069.75,16/09/04,Shipped,3,SETPEMBER,2004,Planes,"Clover Collections, Co.",Dublin,Ireland,Small
